title,year,genre,duration,country,director,humor,rhythm,effort,tension,vote,votes_total
Abre los ojos,1997,Thriller,117,Spain,Alejandro Amenábar,0,2,2,3,7,167
Le fils,1973,Drama,103,France,Pierre Granier-Deferre,0,2,0,2,5,11
The Land Girls,1997,Comedy,110,Great Britain,David Leland,1,2,1,1,6,37
La ville des pirates,1983,Drama,107,France,Raoul Ruiz,0,1,3,2,8,17
Paranoiac,1963,Thriller,80,Great Britain,Freddie Francis,0,2,2,1,6,12
La Marseillaise,1937,Drama,100,France,Jean Renoir,0,3,3,3,7,9
Zarak,1957,Adventure,99,Great Britain,Terence Young,0,2,0,2,7,3
Sliding Doors,1997,Comedy,99,Great Britain,Peter Howitt,2,3,3,0,6,236
Une chance sur deux,1998,Comedy,109,France,Patrice Leconte,1,1,0,0,5,8
Jacquot de Nantes,1991,Drama,118,France,Agnés Varda,1,2,3,3,7,13
Doktor Crippen lebt,1960,Crime,91,Germany,Erich Engels,0,2,1,2,6,3
24 7: Twentyfourseven,1997,Drama,96,Great Britain,Shane Meadows,2,3,3,2,7,14
Stéphane - Une femme infidèle,1969,Drama,98,France,Claude Chabrol,0,2,2,3,7,70
Betty,1992,Drama,107,France,Claude Chabrol,0,2,3,2,6,26
L'accompagnatrice,1992,Drama,111,France,Claude Miller,0,2,0,2,6,12
Conte d'automne,1998,Comedy,111,France,Eric Rohmer,2,1,0,0,7,94
The Outcast of the Islands,1952,Adventure,105,Great Britain,Carol Reed,0,2,0,2,7,4
Lola rennt,1998,Drama,81,Germany,Tom Tykwer,1,4,2,2,6,61
Babysitterin - Die Schreie aus dem Kinderzimmer,1997,Thriller,90,Germany,Michael Keusch,0,2,0,2,6,3
Elizabeth,1998,Biography,124,Great Britain,Shekhar Kapur,0,3,2,3,6,138
The Thirty Nine Steps,1978,Spy,100,Great Britain,Don Sharp,0,2,0,3,7,10
Dogs in Space,1986,Comedy,105,Australia,Richard Lowenstein,0,1,0,1,4,3
Cover Girls,1965,Comedy,87,France,José Benazeraf,2,2,0,0,4,4
Le tonnerre de Dieu,1966,Comedy,85,France,Denys De La Patellière,3,2,1,1,5,16
The Phantom of the Opera,1962,Horror,84,Great Britain,Terence Fisher,0,3,0,3,7,24
La noche de los asesinos,1973,Thriller,81,Spain,Jesús Franco,0,2,0,3,4,4
Nemesis,1974,Action,95,Great Britain,Cyril Frankel,1,2,0,2,4,4
Romeo and Juliet,1966,Musical,125,Great Britain,Paul Czinner,0,4,3,1,6,3
The Wind Cannot Read,1958,Drama,110,Great Britain,Ralph Thomas,0,2,0,2,5,4
La vie rêvée des anges,1998,Drama,113,France,Erick Zonca,1,1,4,2,7,58
Figures in a Landscape,1971,Drama,95,Great Britain,Joseph Losey,0,3,2,3,7,38
Robin Hood Dies,1976,Adventure,90,Spain,Frank Bellmunt,1,2,1,2,5,3
The Sands of the Kalahari,1965,Adventure,119,Great Britain,Cy Endfield,0,2,0,2,7,20
Tarzàn y el misterio de la selva,1973,Adventure,87,Spain,M.I. Boons,0,1,0,1,3,3
My Name Is Joe,1998,Drama,105,Great Britain,Ken Loach,1,2,4,2,7,123
L'executrice,1985,Thriller,90,France,Michel Caputo,0,2,0,2,2,3
Track 29,1988,Drama,90,Great Britain,Nicolas Roeg,2,3,2,3,6,13
The Shadow of the Cat,1961,Thriller,79,Great Britain,John Gilling,0,3,2,3,6,5
Waking Ned,1998,Comedy,95,Great Britain,Kirk Jones,3,3,1,1,7,79
Lautrec,1998,Drama,125,France,Roger Planchon,1,1,0,0,5,5
Dark Adapted Eye,1993,Drama,135,Great Britain,Tim Faywell,0,2,3,2,7,3
10 Rillington Place,1970,Thriller,106,Great Britain,Richard Fleischer,0,4,2,4,7,31
The Magic Christian,1971,Comedy,93,Great Britain,Joseph McGrath,3,3,2,0,6,13
Shake Hands with the Devil,1959,Drama,90,Great Britain,Michael Anderson,0,3,2,3,7,4
Sons and Lovers,1960,Drama,103,Great Britain,Jack Cardiff,0,3,0,3,7,3
Viskiningar och rop,1973,Drama,91,Sweden,Ingmar Bergman,0,3,4,4,8,220
Van Gogh,1991,Biography,97,France,Maurice Pialat,0,2,2,2,6,9
The Hireling,1973,Comedy,110,Great Britain,Alan Bridges,2,2,1,0,6,4
The Go-Between,1971,Drama,93,Great Britain,Joseph Losey,1,3,3,3,8,61
Les rendez-vous de Paris,1995,Comedy,95,France,Eric Rohmer,1,1,0,0,6,32
Meeting Venus,1991,Drama,119,Great Britain,István Szabó,1,3,3,2,7,5
Puppet on a Chain,1971,Drama,98,Great Britain,Geoffrey Reeve,0,1,0,2,5,3
Der bewegte mann,1995,Comedy,90,Germany,Sönke Wortmann,3,3,1,1,6,7
Hideous Kinki,1998,Comedy,98,Great Britain,Gilles MacKinnon,1,2,1,0,6,8
Force majeure,1989,Drama,86,France,Pierre Jolivet,0,2,2,3,5,4
Dancing at Lughnasa,1998,Drama,95,Ireland,Pat O'Connor,1,2,2,0,5,13
Face,1997,Thriller,100,Great Britain,Antonia Bird,1,3,1,2,7,18
Young Einstein,1988,Comedy,91,Australia,Yahoo Serious (Greg Pead),2,2,1,0,6,4
Sitcom,1998,Comedy,85,France,François Ozon,1,2,1,0,7,30
L'ennui,1998,Drama,120,France,Cédric Kahn,1,3,2,1,5,16
Hitler - ein Film aus Deutschland,1977,History,410,Germany,Hans-Jürgen Syberberg,0,1,3,1,7,16
A Month in the Country,1987,Drama,99,Great Britain,Pat O'Connor,0,2,0,3,6,6
Woyzeck,1979,Drama,73,Germany,Werner Herzog,1,3,4,3,7,82
Voyage of the Damned,1976,Drama,125,Great Britain,Stuart Rosenberg,1,4,4,4,6,17
Hilary and Jackie,1998,Drama,124,Great Britain,Anand Tucker,0,2,2,0,5,11
Divorcing Jack,1998,Comedy,110,Great Britain,David Caffrey,1,2,0,2,6,4
Orphans,1998,Drama,95,Great Britain,Peter Mullan,2,3,3,2,7,35
Dancin' throu the dark,1990,Comedy,95,Great Britain,Mike Ockrent,2,2,0,0,5,3
La femme défendue,1997,Comedy,100,France,Philippe Harel,1,2,1,1,9,3
À vendre,1998,Comedy,117,France,Laetitia Masson,1,2,1,1,7,3
Taxi,1998,Action,100,France,Gérard Pirès,2,2,0,1,5,71
Still Crazy,1998,Comedy,95,Great Britain,Brian Gibson,2,3,1,1,7,14
Love Is the Devil,1998,Drama,90,Great Britain,John Maybury,0,1,1,2,7,14
The Canadians,1961,Western,84,Great Britain,Burt Kennedy,0,2,0,1,4,3
Beowulf,1998,Action,97,Great Britain,Graham Baker,0,2,0,1,3,27
Plunkett and MacLeane,1998,Action,100,Great Britain,Jake Scott,2,3,0,1,6,27
La Collectionneuse,1967,Comedy,86,France,Eric Rohmer,4,2,4,3,7,48
Pola X,1999,Drama,134,France,Leos Carax,0,2,1,1,6,29
Un beau monstre,1970,Drama,125,France,Sergio Gobbi,0,2,0,2,4,6
Tristesse et Beauté,1985,Drama,93,France,Joy Fleury,0,0,0,2,4,5
L'Histoire d'Adèle H.,1975,Drama,96,France,François Truffaut,0,2,3,3,8,150
Au c¦ur du mensonge,1998,Drama,103,France,Claude Chabrol,0,2,2,2,7,50
The War Zone,1999,Drama,102,Great Britain,Tim Roth,0,2,3,3,7,40
Didier,1998,Comedy,90,France,Alain Chabat,2,2,1,1,5,6
Romance,1999,Erotico,95,France,Catherine Breillat,0,2,2,0,5,35
Stroszek,1977,Drama,108,Germany,Werner Herzog,0,1,3,2,8,99
Le bossu,1998,Adventure,100,France,Philippe De Broca,2,3,1,2,6,63
The Theory of Flight,1998,Comedy,100,Great Britain,Paul Greengrass,2,2,1,1,6,15
Secret Ceremony,1968,Drama,92,Great Britain,Joseph Losey,0,1,0,2,6,30
Tom's Midnight Garden,1999,Fantasy,105,Great Britain,Willard Carroll,1,2,0,0,4,4
Die! Die! My Darling,1965,Drama,96,Great Britain,Silvio Narizzano,0,2,0,3,6,8
Place Vendôme,1998,Noir,120,France,Nicole Garcia,0,2,0,2,5,8
The Well,1997,Drama,102,Australia,Samantha Lang,0,2,0,1,6,4
Trois hommes et un couffin,1986,Comedy,101,France,Coline Serreau,3,2,0,0,6,35
Vigo - Passion for Life,1998,Drama,103,Great Britain,Julien Temple,0,2,2,1,5,4
Le roi du village,1966,Comedy,90,France,Henri Gruel,0,2,0,2,4,6
Mes nuits sont plus belles que vos jours,1989,Drama,109,France,Andrzej Zulawski,1,2,3,4,5,26
Soleil,1997,Drama,104,France,Roger Hanin,0,2,2,1,4,6
Dating the Enemy,1996,Comedy,104,Australia,Megan Simpson Huberman,2,2,0,0,5,14
Nightmare,1963,Thriller,82,Great Britain,Freddie Francis,0,3,0,3,7,14
Vénus beauté (Institut),1999,Comedy,105,France,Tonie Marshall,1,2,1,0,6,5
En plein coeur,1998,Drama,101,France,Pierre Jolivet,0,2,0,1,6,5
Ravenous,1999,Horror,92,Great Britain,Antonia Bird,1,2,0,2,5,39
À la place du coeur,1998,Comedy,112,France,Robert Guédiguian,1,2,4,0,7,8
Entrapment,1999,Thriller,118,Great Britain,Jon Amiel,3,4,2,3,5,166
Los amantes del Círculo Polar,1998,Drama,114,Spain,Julio Medem,0,2,1,1,6,19
Tirez sur le pianiste,1960,Noir,85,France,François Truffaut,0,2,0,1,7,114
Vivement dimanche!,1983,Thriller,110,France,François Truffaut,2,3,2,3,7,118
Le Dernier Métro,1980,Drama,130,France,François Truffaut,1,3,3,2,7,132
Voulez-vous danser avec moi?,1959,Thriller,90,France,Michel Boisrond,2,1,0,0,5,4
Come Fly With Me,1963,Comedy,90,Great Britain,Henry Levin,2,2,0,0,6,12
With or Without You,1999,Drama,90,Great Britain,Michael Winterbottom,2,2,2,1,6,15
The Thirty-Nine Steps,1935,Spy,81,Great Britain,Alfred Hitchcock,2,2,1,2,7,140
Todo sobre mi madre,1999,Mélo,100,Spain,Pedro Almodóvar,3,3,2,2,7,344
Bloody Kids,1983,Noir,91,Great Britain,Stephen Frears,0,2,0,2,6,5
Kalte Küsse,1997,Thriller,90,Germany,Carl Schenkel,0,2,0,2,5,3
La niña de tus ojos,1998,Comedy,95,Spain,Fernando Trueba,1,2,1,0,5,12
Proof,1991,Drama,86,Australia,Jocelyn Moorhouse,0,2,0,3,7,13
Lovers,1999,Drama,96,France,Jean-Marc Barr,0,1,2,2,5,3
Frankenstein Created Woman,1967,Horror,92,Great Britain,Terence Fisher,1,3,0,3,7,16
The Acid House,1999,Comedy,112,Great Britain,Paul McGuigan,1,1,1,1,4,27
Un homme est mort,1973,Drama,117,France,Jacques Deray,0,3,0,3,6,12
Janice Beard: 45 Word Per Minute,1999,Comedy,83,Great Britain,Clare Kilner,2,2,1,1,6,6
La fille sur le pont,1999,Drama,90,France,Patrice Leconte,0,2,0,2,6,63
Le Gang,1977,Noir,100,France,Jacques Deray,0,2,0,2,6,19
Les Caprices d'un Fleuve,1996,Adventure,115,France,Bernard Giraudeau,0,2,1,2,5,18
L'homme pressé,1977,Drama,90,France,Edouard Molinaro,0,1,1,2,4,3
Une belle fille comme moi,1972,Comedy,98,France,François Truffaut,1,2,0,0,6,56
Mouchette,1967,Drama,80,France,Robert Bresson,0,2,4,4,8,79
Les dames du bois de Boulogne,1945,Drama,70,France,Robert Bresson,0,1,3,3,7,36
Onegin,1999,Drama,90,Great Britain,Martha Fiennes,0,2,1,2,6,20
Le Clan des siciliens,1969,Noir,113,France,Henri Verneuil,1,3,2,4,7,53
Le Bride sur le cou,1961,Comedy,87,France,Roger Vadim,1,2,0,1,5,10
Wonderland,1999,Drama,108,Great Britain,Michael Winterbottom,1,2,2,1,7,10
Une liaison pornographique,1999,Drama,120,France,Frédéric Fonteyne,0,2,2,1,6,43
Martin's Day,1985,Adventure,99,Great Britain,Alan Gibson,1,2,0,1,5,3
Agnes Browne,1999,Comedy,91,Ireland,Anjelica Huston,2,2,2,1,6,34
Das Callgirl,1991,Thriller,90,Germany,Peter Keglevic,0,2,1,2,7,3
Topsy Turvy,1999,Comedy,159,Great Britain,Mike Leigh,2,2,2,1,6,31
East Is East,1999,Comedy,99,Great Britain,Damien O'Donnell,2,3,2,2,7,100
What Becomes of the Broken Hearted?,1999,Drama,100,Australia,Ian Mune,0,2,1,2,4,12
L'humanité,1999,Drama,145,France,Bruno Dumont,0,1,3,2,7,43
Popsy Pop,1971,Drama,109,France,Jean Herman,0,1,0,2,4,10
Ça commence aujourd'hui,1998,Comedy,113,France,Bertrand Tavernier,0,2,2,0,7,16
Les feux de la chandeleur,1973,Drama,98,France,Serge Korber,0,2,0,2,4,6
La Passion Béatrice,1987,Drama,131,France,Bertrand Tavernier,0,2,2,2,6,43
Jeanne d'Arc,1999,Drama,161,France,Luc Besson,1,2,1,1,5,145
Les couloirs du temps - Les visiteurs 2,1998,Comedy,116,France,Jean-Marie Poiré,3,3,0,0,5,27
Dance Me to My Song,1998,Drama,102,Australia,Rolf de Heer,0,2,3,4,7,5
Si tous le gars du monde...,1956,Drama,110,France,Christian-Jaque,0,2,0,2,4,6
High Tide,1988,Drama,101,Australia,Gillian Armstrong,0,2,0,2,5,3
8 1/2 Women,1999,Drama,120,Great Britain,Peter Greenaway,1,2,0,0,5,35
Salsa,1999,Comedy,103,France,Joyce Buñuel,1,2,0,1,5,7
Est-Ouest,1999,Drama,121,France,Régis Wargnier,0,1,2,1,6,19
Les Félins,1964,Noir,98,France,René Clément,2,3,2,4,6,15
Resources humaines,1999,Drama,100,France,Laurent Cantet,1,2,4,3,7,70
Pot-Bouille,1957,Comedy,115,France,Julien Duvivier,2,2,0,0,6,3
Insel der Furcht,1997,Thriller,95,Germany,Gus Trikonis,0,2,0,2,7,4
Mademoiselle,1966,Drama,103,Great Britain,Tony Richardson,0,2,0,2,6,7
Ansikte mot ansikte,1976,Drama,135,Sweden,Ingmar Bergman,0,0,3,3,7,36
Diaboliquement vôtre,1967,Noir,92,France,Julien Duvivier,1,3,2,4,6,42
The Impossible Object,1973,Comedy,117,France,John Frankenheimer,2,2,0,0,5,5
L'amant magnifique,1986,Drama,99,France,Aline Issermann,0,1,0,1,4,6
Insignificance,1985,Comedy,105,Great Britain,Nicolas Roeg,2,3,2,1,7,15
Human Traffic,1999,Comedy,95,Great Britain,Justin Kerrigan,2,3,1,0,5,21
Smoking,1993,Comedy,140,France,Alain Resnais,2,2,0,0,7,52
No smoking,1993,Comedy,144,France,Alain Resnais,2,2,0,0,7,32
Du gehörst mir,1960,Drama,81,Germany,Wilm Tenhaaf,0,2,0,1,4,4
Beautiful People,1999,Drama,107,Great Britain,Jasmin Dizdar,2,2,3,1,6,4
Charlie Bravo,1980,War,105,France,C.-Bernard Aubert (Bernard Tranbaree),0,2,1,1,4,4
How to Get Ahead in Adversiting,1989,Comedy,95,Great Britain,Bruce Robinson,0,2,0,2,5,6
Nouvelle Vague,1990,Comedy,89,France,Jean-Luc Godard,0,3,2,0,6,17
Mélo,1986,Drama,112,France,Alain Resnais,0,2,0,1,7,23
Schlafender Tiger,1995,Romantic,90,Germany,Rolf von Sydow,0,2,0,2,4,3
A Taste of Honey,1961,Drama,93,Great Britain,Tony Richardson,0,2,3,3,8,18
Maigret voit rouge,1963,Crime,93,France,Gilles Grangier,0,2,2,2,5,17
Le petit voleur,1999,Drama,63,France,Erick Zonca,0,2,1,2,7,11
Les enfants du Marais,1999,Comedy,115,France,Jean Becker,2,2,0,2,7,14
Vägen ut,1999,Comedy,95,Sweden,Daniel Lind Lagerlöf,2,2,1,0,6,5
Gojitmal,1999,Drama,112,South Korea,Jang Sun Woo,0,2,2,3,6,15
Post Mortem- Der Nuttenmörder,1997,Thriller,93,Germany,Wolfgang F. Henschel,0,2,0,2,7,4
Metropolis,1927,Sci-Fi,87,Germany,Fritz Lang,1,3,4,2,9,330
La venganza del Zorro,1961,Adventure,90,Spain,Joaquin Luis Romero Marchent,0,2,0,2,6,3
Al límite,1997,Thriller,90,Spain,Eduardo Campoy,0,2,0,2,4,7
Le marginal,1983,Crime,99,France,Jacques Deray,1,3,2,3,7,8
Verführt - Eine gefährliche Affäre,1999,Thriller,96,Germany,Michael Karen,0,2,0,2,7,3
A Zed and Two Noughts,1985,Grotesque,115,Great Britain,Peter Greenaway,1,3,1,1,7,63
The Return of the Soldier,1982,Drama,101,Great Britain,Alan Bridges,0,2,0,3,7,6
Défense de savoir,1973,Thriller,104,France,Nadine Trintignant,0,1,0,2,5,12
Un condé,1970,Crime,103,France,Yves Boisset,0,2,0,2,6,15
Doucement les basses,1971,Comedy,86,France,Jacques Deray,2,2,0,0,5,11
Odio en la frontera,1966,Western,95,Spain,Alfonso Balcázar Granda,0,2,0,1,4,3
La bella Lola,1963,Drama,91,Spain,Alfonso Balcázar Granda,0,1,0,2,3,4
Zerschmetterte Träume,1998,Drama,93,Germany,Johannes Fabrick,1,2,2,3,8,3
Anatomie,2000,Horror,103,Germany,Stefan Ruzowitzky,0,2,0,1,4,26
La vérité si je mens!,1997,Comedy,100,France,Thomas Gilou,1,2,0,0,4,5
Tais toi quand tu parles,1981,Comedy,86,France,Philippe Clair,2,2,0,0,4,9
Wo Die grünen Ameisen träumen,1984,Drama,110,Germany,Werner Herzog,0,2,0,3,6,35
Conte de printemps,1989,Comedy,109,France,Eric Rohmer,1,1,0,1,6,61
Maybe Baby,2000,Comedy,100,Great Britain,Ben Elton,2,2,0,0,4,25
Hammers Over the Anvil,1991,Drama,97,Australia,Ann Turner,0,2,0,2,6,3
Verfolgt! - Mädchenjagd auf der Autobahn,1998,Thriller,90,Germany,Kaspar Heidelbach,0,2,0,2,6,3
L'appat,1995,Drama,116,France,Bertrand Tavernier,0,2,2,3,7,13
The Two Faces of Dr. Jekyll,1960,Horror,85,Great Britain,Terence Fisher,0,2,0,2,5,23
Following,1999,Noir,70,Great Britain,Christopher Nolan,1,2,1,3,7,120
Volavérunt,1999,Drama,100,Spain,Bigas Luna,0,2,1,1,5,23
Ratcatcher,1999,Drama,95,Great Britain,Lynne Ramsay,1,3,3,3,7,24
Little Voice,2000,Comedy,96,Great Britain,Mark Herman,2,2,1,0,6,9
Mansfield Park,2000,Drama,110,Great Britain,Patricia Rozema,0,1,1,1,5,32
Le nain rouge,1998,Drama,90,France,Yvan Le Moine,1,2,1,1,6,4
Les biches,1968,Drama,97,France,Claude Chabrol,0,2,0,2,5,25
Domicile conjugal,1970,Comedy,100,France,François Truffaut,3,3,0,0,6,100
Circus,2000,Noir,84,Great Britain,Rob Walker,2,2,0,1,4,7
Schneesturm im Frühling,1996,Romantic,88,Germany,Rolf von Sydow,0,2,0,2,5,3
Le diner de cons,1998,Comedy,90,France,Francis Veber,4,3,2,1,7,127
Le saut de l'ange,1971,Noir,99,France,Yves Boisset,0,2,0,3,6,17
Segunda Piel,2000,Drama,100,Spain,Gerardo Vera,1,3,2,1,5,20
Madly,1970,Comedy,86,France,Roger Kahane,0,2,0,2,4,7
Catch Me a Spy,1972,Comedy,95,Great Britain,Dick Clement,1,2,0,2,5,4
La veuve de Saint-Pierre,2000,Drama,110,France,Patrice Leconte,1,2,0,2,6,20
Mua he chieu thang dung,2000,Comedy,112,France,Tràn Anh Hùng,0,1,1,0,8,4
Sommer am Meer,1995,Romantic,95,Germany,Hans-Jürgen Tögel,1,2,1,1,5,3
The Brides of Dracula,1960,Horror,85,Great Britain,Terence Fisher,0,3,0,3,6,30
Ma petite entreprise,2000,Comedy,95,France,Pierre Jolivet,3,2,2,2,7,4
Les rivières pourpres,2000,Thriller,123,France,Mathieu Kassovitz,1,3,1,3,6,183
Basil,1998,Drama,113,Great Britain,Radha Bharadwaj,0,2,0,2,7,3
Paradis perdu,1939,Drama,103,France,Abel Gance,0,2,0,2,7,4
Escape from Sobibor,1987,Drama,143,Great Britain,Jack Gold,0,2,2,3,7,19
Circus of Horrors,1960,Horror,105,Great Britain,Sidney Hayers,0,3,0,3,6,22
Merci pour le chocolat,2000,Drama,99,France,Claude Chabrol,1,2,2,2,7,89
Nada,1973,Drama,100,France,Claude Chabrol,0,2,0,2,5,27
Where Is Parsifal?,1983,Comedy,95,Great Britain,Henry Helman,1,2,0,0,5,4
Les miracles n'ont lieu qu'une fois,1950,Drama,95,France,Yves Allégret,1,2,2,2,6,10
Yellow Submarine,1968,Animation,88,Great Britain,George Dunning,2,3,0,0,7,54
Manon '70,1968,Comedy,101,France,Jean Aurel,0,2,0,2,4,8
Moon Zero Two,1969,Sci-Fi,100,Great Britain,Roy Ward Baker,0,2,0,3,5,3
Bread and Roses,2000,Drama,102,Great Britain,Ken Loach,1,1,3,1,6,99
L'amant de cinq jours,1961,Drama,85,France,Philippe De Broca,0,2,0,2,5,4
Par le sang des autres,1974,Drama,96,France,Marc Simenon,0,2,1,3,5,5
Jules et Jim,1962,Mélo,102,France,François Truffaut,1,3,2,2,8,306
Alphaville: une étrange aventure de Lemmy Caution,1965,Sci-Fi,98,France,Jean-Luc Godard,3,1,4,3,6,72
La peau douce,1964,Drama,98,France,François Truffaut,1,3,3,3,6,69
The Mummy,1959,Horror,86,Great Britain,Terence Fisher,0,2,0,3,7,41
Princes et princesses,1999,Animation,70,France,Michel Ocelot,3,3,1,0,7,13
Le gôut des autres,2000,Comedy,112,France,Agnès Jaoui,2,2,1,0,7,88
Saturday Night and Sunday Morning,1960,Drama,89,Great Britain,Karel Reisz,1,2,3,2,8,34
La femme de l'aviateur,1980,Comedy,106,France,Eric Rohmer,2,2,1,1,7,42
Le beau mariage,1982,Comedy,100,France,Eric Rohmer,4,4,3,2,7,38
Murder on the Orient Express,1975,Thriller,131,Great Britain,Sidney Lumet,1,2,2,2,7,213
Saving Grace,2000,Comedy,95,Great Britain,Nigel Cole,2,2,1,0,6,146
Taxi 2,2000,Action,95,France,Gérard Krawczyk,3,3,0,1,5,44
Det sjunde inseglet,1957,Drama,96,Sweden,Ingmar Bergman,1,2,4,3,8,418
Efter repetitionen,1983,Drama,70,Sweden,Ingmar Bergman,0,2,4,3,7,27
Lust for a Vampire,1971,Horror,95,Great Britain,Jimmy Sangster,0,3,0,3,5,13
Aus dem Leben der Marionetten,1980,Drama,104,Germany,Ingmar Bergman,0,2,5,4,7,38
Rosamunde Pilcher: Dornen im Tal der Blumen,1998,Comedy,90,Germany,Dieter Kehler,2,2,0,0,4,4
Le Miroir à deux faces,1958,Drama,96,France,André Cayatte,0,2,0,2,7,7
Krámpack,2000,Comedy,90,Spain,Cesc Gay,2,2,1,0,6,32
Jungfrukällan,1960,Drama,89,Sweden,Ingmar Bergman,0,3,4,3,8,146
La Bûche,1999,Comedy,106,France,Danièle Thompson,2,3,1,0,6,18
Sade,2000,Drama,100,France,Benoît Jacquot,1,2,1,1,5,13
La ville est tranquille,2001,Comedy,154,France,Robert Guédiguian,1,2,3,1,7,21
The Squeeze,1977,Crime,100,Great Britain,Michael Apted,0,2,0,3,5,5
Manon,1948,Drama,110,France,Henri-Georges Clouzot,0,3,4,3,7,10
Scener ur ett äktenskap,1973,Drama,155,Sweden,Ingmar Bergman,0,1,4,2,8,116
Billy Elliot,2000,Comedy,110,Great Britain,Stephen Daldry,1,3,2,1,6,263
The Goddess of 1967,2000,Drama,118,Australia,Clara Law,1,2,1,2,6,17
The Filth and the Fury,1999,Documentary,105,Great Britain,Julien Temple,1,3,1,0,7,20
This Year's Love,2000,Comedy,108,Great Britain,David Kane,3,2,0,1,7,5
Born Romantic,2000,Comedy,92,Great Britain,David Kane,2,2,1,0,7,19
Liam,2000,Drama,90,Great Britain,Stephen Frears,0,1,3,2,6,57
Pauline à la plage,1982,Comedy,94,France,Eric Rohmer,2,2,1,1,7,70
Gangster No. 1,2000,Drama,105,Great Britain,Paul McGuigan,0,3,1,3,7,59
La comunidad,2000,Grotesque,105,Spain,Alex de la Iglesia,2,3,1,2,7,122
Cobra Verde,1987,Adventure,110,Germany,Werner Herzog,0,3,0,3,7,60
Snatch.,2000,Gangster,102,Great Britain,Guy Ritchie,3,4,3,2,6,300
La vie est un roman,1983,Comedy,111,France,Alain Resnais,0,2,0,2,6,23
The Kiss of the Vampire,1963,Horror,88,Great Britain,Don Sharp,0,2,0,3,4,6
Code inconnu: Récit incomplet de divers voyages,2000,Drama,117,France,Michael Haneke,0,1,3,2,7,51
L'amour à mort,1984,Drama,92,France,Alain Resnais,0,2,2,3,7,19
Sous le sable,2000,Drama,87,France,François Ozon,0,2,1,3,7,61
Purely Belter,2000,Comedy,97,Great Britain,Mark Herman,2,2,1,0,6,3
Trolösa,2000,Drama,155,Sweden,Liv Ullmann,0,2,3,3,6,18
Poulet au vinagre,1984,Thriller,110,France,Claude Chabrol,0,2,0,3,6,14
The Offence,1972,Drama,112,Great Britain,Sidney Lumet,1,2,2,3,6,43
Rancid Aluminium,2000,Thriller,95,Great Britain,Edward Thomas,2,2,0,1,4,5
Liebe ist kälter als der Tod,1969,Drama,88,Germany,Rainer Werner Fassbinder,0,1,3,2,6,43
Le corps de mon ennemi,1976,Thriller,120,France,Henri Verneuil,0,2,0,2,5,9
Kurt & Courtney,1998,Documentary,95,Great Britain,Nick Broomfield,0,2,1,1,5,9
Le professionel,1981,Action,106,France,Georges Lautner,2,4,1,2,7,24
Sexy Beast,2000,Thriller,88,Great Britain,Jonathan Glazer,1,2,0,2,6,69
Der Krieger und die Kaiserin,2000,Drama,129,Germany,Tom Tykwer,1,2,1,1,5,12
Hold Back the Night,1999,Drama,104,Great Britain,Philip Davis,0,2,0,2,5,3
The Tailor of Panama,2001,Spy,109,Great Britain,John Boorman,2,2,0,1,6,103
Une affaire de goût,2001,Drama,91,France,Bernard Rapp,0,2,1,2,7,21
The Spaceman and King Arthur,1979,Comedy,90,Great Britain,Russ Mayberry,2,2,0,0,5,3
Kafka,1992,Sperimental,53,France,Zbigniew Rybczynski,1,2,3,2,7,8
À ma s¦ur!,2001,Drama,93,France,Catherine Breillat,1,2,2,1,6,30
Ordinary Decent Criminal,2000,Action,93,Ireland,Thaddeus O'Sullivan,2,3,1,1,6,43
Satansbraten,1976,Grotesque,112,Germany,Rainer Werner Fassbinder,3,3,3,2,6,24
Zazie dans le métro,1959,Comedy,88,France,Louis Malle,0,0,0,0,7,43
Le secret,2000,Drama,107,France,Virginie Wagon,0,2,0,3,7,9
La pirate,1984,Drama,88,France,Jacques Doillon,0,2,3,2,7,3
À l'attaque!,2000,Comedy,90,France,Robert Guédiguian,2,3,1,1,6,14
La fiancée de Dracula,2002,Erotico,90,France,Jean Rollin,0,2,0,0,2,9
Kevin and Perry Go Large,2000,Comedy,92,Great Britain,Ed Bye,1,1,1,0,3,7
Tesis,1996,Thriller,122,Spain,Alejandro Amenábar,0,3,0,3,7,128
L'incorrigible,1975,Comedy,95,France,Philippe De Broca,2,2,0,1,6,5
When Brendan Met Trudy,2000,Comedy,93,Great Britain,Kieron J. Walsh,2,2,0,1,6,5
The Closer You Get,2000,Comedy,103,Great Britain,Aileen Ritchie,1,2,0,0,5,5
Leo the Last,1969,Comedy,99,Great Britain,John Boorman,2,2,2,1,7,24
Sous les toits de Paris,1930,Comedy,92,France,René Clair,2,2,0,0,7,7
La gran vida,2000,Comedy,102,Spain,Antonio Cuadri,2,3,0,1,6,3
La faute à Voltaire,2000,Drama,130,France,Abdellatif Kechiche,2,2,3,0,7,12
El secreto del capitan O'Hara,1965,Western,90,Spain,Arturo Ruiz Castillo,0,1,0,1,4,5
